Name,Player_ID,#,Team,Conference,Bats,Throws,Position,Class,Height,Hometown
Reese Borho,110445,28,Abilene Christian,WAC,LEFT,LEFT,OF,Jr.,6-0,"Abilene, TX"
Gavin Brzozowski,110446,20,Abilene Christian,WAC,LEFT,LEFT,UT,Sr.,6-1,"Mansfield, TX"
Diego Cardenas,110447,14,Abilene Christian,WAC,LEFT,RIGHT,INF,Sr.,6-1,"El Paso, TX"
Brady Coe,110448,7,Abilene Christian,WAC,RIGHT,RIGHT,INF,So.,5-9,"Fairview, TX"
Aidan Coleman,110449,25,Abilene Christian,WAC,RIGHT,RIGHT,P,Jr.,6-1,"San Antonio, TX"
Noah Galvan,110450,18,Abilene Christian,WAC,RIGHT,RIGHT,P,Sr.,5-11,"Fresno, CA"
OJ Gonzalez,110451,21,Abilene Christian,WAC,RIGHT,RIGHT,P,So.,6-0,"Lakeway, TX"
Brady Gray,110452,10,Abilene Christian,WAC,BOTH,RIGHT,C,So.,6-0,"Farmersville, TX"
Caden Greanead,110453,4,Abilene Christian,WAC,RIGHT,RIGHT,P,Sr.,6-3,"Denton, TX"
Sam Hardcastle,110454,12,Abilene Christian,WAC,RIGHT,RIGHT,INF,Sr.,6-3,"Richmond, TX"
David Jeon,110455,24,Abilene Christian,WAC,RIGHT,RIGHT,P,Sr.,6-0,"Coppell, TX"
Ryan Jones,110456,19,Abilene Christian,WAC,LEFT,RIGHT,UT,Fr.,6-3,"Aledo, TX"
Brady Ladusau,110457,22,Abilene Christian,WAC,RIGHT,RIGHT,OF,Fr.,6-1,"Heath, TX"
Brett Lanman,110458,45,Abilene Christian,WAC,LEFT,LEFT,P,Jr.,6-5,"Fairview, TX"
Baron Mannis,110459,16,Abilene Christian,WAC,LEFT,LEFT,P,Fr.,6-1,"Argyle, TX"
Cade McGarrh,110460,3,Abilene Christian,WAC,LEFT,RIGHT,INF,Sr.,6-3,"Frisco, TX"
Grayson Mckelvey,110461,32,Abilene Christian,WAC,RIGHT,RIGHT,P,Fr.,6-1,"Aledo, TX"
Maddox Miesse,110462,99,Abilene Christian,WAC,RIGHT,RIGHT,C,Sr.,6-0,"Adkins, TX"
Matthew Millett,110463,40,Abilene Christian,WAC,RIGHT,RIGHT,P,Fr.,6-2,"Mansfield, TX"
Blaine Palmer,110464,11,Abilene Christian,WAC,RIGHT,RIGHT,P,Sr.,5-11,"Buffalo Gap, TX"
William Patterson,110465,34,Abilene Christian,WAC,LEFT,LEFT,P,Jr.,6-6,"The Colony, TX"
Zandt Payne,110466,2,Abilene Christian,WAC,BOTH,RIGHT,INF,Sr.,5-10,"Edmond, OK"
Braden Regala,110467,27,Abilene Christian,WAC,BOTH,LEFT,OF,So.,5-8,"Abilene, TX"
Thomas Schnabel,110468,17,Abilene Christian,WAC,RIGHT,RIGHT,OF,Fr.,5-9,"Driftwood, TX"
Kanon Sundgren,110469,30,Abilene Christian,WAC,RIGHT,RIGHT,C,Sr.,6-1,"Silsbee, TX"
Everett Swaim,110470,26,Abilene Christian,WAC,RIGHT,RIGHT,P,Jr.,6-3,"Richmond, Canada"
JT Thompson,110471,0,Abilene Christian,WAC,LEFT,RIGHT,INF,Sr.,5-9,"Abilene, TX"
Carson Wallace,110472,6,Abilene Christian,WAC,LEFT,LEFT,P,Fr.,6-2,"Diana, TX"
Grant Watkins,110473,8,Abilene Christian,WAC,LEFT,RIGHT,INF,Sr.,6-2,"Los Alamos, NM"
Evan Whiteaker,110474,41,Abilene Christian,WAC,RIGHT,RIGHT,P,Sr.,6-4,"West Chester, OH"
Kash Wood,110475,9,Abilene Christian,WAC,RIGHT,RIGHT,UT,Fr.,6-3,"Sinton, TX"
Logan Young,110476,29,Abilene Christian,WAC,RIGHT,RIGHT,P,So.,6-3,"Lewisville, TX"
AJ Anderson,110477,1,Alabama A&M,SWAC,RIGHT,RIGHT,INF,Sr.,6-2,"Matthews, NC"
Edyn Barber,110478,28,Alabama A&M,SWAC,RIGHT,RIGHT,P,Jr.,6-4,"Cranbrook, Canada"
Brady Baxter,110479,13,Alabama A&M,SWAC,RIGHT,RIGHT,P,Jr.,6-3,"Danville, KY"
Braxton Brogan,110480,32,Alabama A&M,SWAC,RIGHT,RIGHT,INF,So.,6-0,"Fairhope, AL"
Isaac Castro,110481,17,Alabama A&M,SWAC,RIGHT,RIGHT,INF,Sr.,5-10,"Miami, FL"
Raymond Clark,110482,37,Alabama A&M,SWAC,LEFT,LEFT,P,Jr.,6-4,"Atlanta, GA"
Rynzo Crutcher,110483,0,Alabama A&M,SWAC,LEFT,LEFT,P,Sr.,6-2,"Huntsville, AL"
Wilmer Cuevas,110484,4,Alabama A&M,SWAC,RIGHT,RIGHT,C,Sr.,5-9,"Ocala, FL"
Joseph Dawson,110485,5,Alabama A&M,SWAC,RIGHT,RIGHT,INF,So.,5-9,"Midland, GA"
Bryce Dolce,110486,30,Alabama A&M,SWAC,RIGHT,RIGHT,P,Sr.,6-1,"Crestview, FL"
Nick Espinola,110487,35,Alabama A&M,SWAC,RIGHT,RIGHT,P,Sr.,6-2,"Aurora, CO"
Keondre Fields,110488,14,Alabama A&M,SWAC,RIGHT,RIGHT,OF,Jr.,6-1,"Memphis, TN"
Cam Finn,110489,36,Alabama A&M,SWAC,RIGHT,RIGHT,C,Sr.,6-2,"Pascagoula, MS"
Travis Gentry,110490,32,Alabama A&M,SWAC,RIGHT,RIGHT,INF,Jr.,5-10,"Pulaski, TN"
Brycen Hammonds,110491,3,Alabama A&M,SWAC,RIGHT,RIGHT,OF,Sr.,5-10,"Madison, AK"
King Hatley,110492,34,Alabama A&M,SWAC,RIGHT,RIGHT,INF,Fr.,6-2,"Lancaster, TX"
Virgil Heath,110493,15,Alabama A&M,SWAC,RIGHT,RIGHT,P,Fr.,6-2,"Lawrenceville, GA"
Evan Hurlburt,110494,16,Alabama A&M,SWAC,RIGHT,RIGHT,P,Sr.,6-0,"Arvada, CO"
Miles Jackson,110495,7,Alabama A&M,SWAC,RIGHT,RIGHT,1B,Sr.,5-11,"Atlanta, GA"
Tervell Johnson,110496,33,Alabama A&M,SWAC,RIGHT,RIGHT,OF,Sr.,6-0,"Atlanta, GA"
Ryan Jones,110497,26,Alabama A&M,SWAC,LEFT,LEFT,P,Sr.,5-10,"Pawhuska, OK"
Daveyon Lavender,110498,18,Alabama A&M,SWAC,LEFT,LEFT,P,Sr.,5-7,"Pleasant Grove, AL"
Zamar Lewis,110499,11,Alabama A&M,SWAC,RIGHT,RIGHT,OF,Jr.,6-4,"Blandenboro, NC"
Colin Mason,110500,40,Alabama A&M,SWAC,RIGHT,RIGHT,C,Jr.,5-10,"St. John, IN"
Anthony Mateo,110501,21,Alabama A&M,SWAC,RIGHT,RIGHT,P,So.,6-2,"Lynn, MA"
Malachi Mingo,110502,39,Alabama A&M,SWAC,RIGHT,RIGHT,P,Fr.,6-2,"Lilburn, GA"
Stephen. Minor,110503,9,Alabama A&M,SWAC,LEFT,LEFT,P,Sr.,5-9,"Helena, AL"
Charles Morris,110504,38,Alabama A&M,SWAC,LEFT,LEFT,UT,So.,6-4,"Mobile, AL"
Litarris Murray,110505,8,Alabama A&M,SWAC,RIGHT,RIGHT,OF,Jr.,6-3,"Desoto, TX"
Jordan Nolley,110506,29,Alabama A&M,SWAC,RIGHT,RIGHT,UT,So.,6-2,"Covington, GA"
Keilon Parnell,110507,2,Alabama A&M,SWAC,LEFT,LEFT,OF,Jr.,6-0,"Pascagoula, MS"
Zak Rice,110508,10,Alabama A&M,SWAC,RIGHT,RIGHT,C,Sr.,6-0,"Laurens, SC"
Terence Sales,110509,27,Alabama A&M,SWAC,LEFT,LEFT,P,Sr.,5-9,
Avery Seaton,110510,24,Alabama A&M,SWAC,RIGHT,RIGHT,1B,Sr.,6-0,"Madison, AK"
KJ Stanfield,110511,23,Alabama A&M,SWAC,LEFT,LEFT,INF,Sr.,6-2,"Danville, KY"
Will Tarpley,110512,12,Alabama A&M,SWAC,LEFT,LEFT,P,Sr.,6-3,"Pinson, AL"
William Taylor,110513,31,Alabama A&M,SWAC,RIGHT,RIGHT,INF,Fr.,6-2,"Columbus, GA"
Antonio Torres,110514,25,Alabama A&M,SWAC,RIGHT,RIGHT,P,Sr.,6-2,"El Paso, TX"
Jose Valerio,110515,19,Alabama A&M,SWAC,RIGHT,RIGHT,P,Jr.,6-0,
Kameron Vandersee,110516,20,Alabama A&M,SWAC,LEFT,LEFT,OF,Fr.,5-10,"Perry, GA"
Bryan Walker,110517,22,Alabama A&M,SWAC,RIGHT,RIGHT,INF,So.,6-0,"Harvest, AL"
DeVante Wells,110518,6,Alabama A&M,SWAC,RIGHT,RIGHT,C,Jr.,6-1,"Pinson, AL"
Jose Alfonso,110519,10,Alabama St.,SWAC,RIGHT,RIGHT,INF,Jr.,5-8,"Hialeah, FL"
Dylan Andino,110520,41,Alabama St.,SWAC,RIGHT,RIGHT,P,Jr.,5-10,"Orlando, FL"
Caio Araujo,110521,18,Alabama St.,SWAC,RIGHT,RIGHT,P,Sr.,6-2,"Indaiatuba, Brazil"
Zane Baltz,110522,24,Alabama St.,SWAC,RIGHT,RIGHT,P,Jr.,6-4,"Brentwood, CA"
Jaxon Baptist,110523,9,Alabama St.,SWAC,RIGHT,RIGHT,P,Fr.,5-11,"El Paso, TX"
Jorge Bello,110524,25,Alabama St.,SWAC,RIGHT,RIGHT,INF,Jr.,5-10,"Orlando, FL"
Otis Brooks III,110525,4,Alabama St.,SWAC,RIGHT,RIGHT,P,Jr.,6-0,"Gulfport, MS"
Trey Callaway,110526,3,Alabama St.,SWAC,RIGHT,RIGHT,UT,So.,6-1,"Atlanta, GA"
Devin Chandler,110527,44,Alabama St.,SWAC,RIGHT,RIGHT,INF,Sr.,5-8,"Ellenwood, GA"
Cale Clark,110528,17,Alabama St.,SWAC,LEFT,RIGHT,OF,Jr.,6-0,"Republic, MO"
Owen Corbett,110529,38,Alabama St.,SWAC,RIGHT,RIGHT,P,Jr.,6-3,"Oswego, IL"
Breydon Divine,110530,2,Alabama St.,SWAC,RIGHT,RIGHT,INF,Jr.,5-11,"Douglasville, GA"
Joe Dolinshek,110531,32,Alabama St.,SWAC,RIGHT,LEFT,P,Jr.,6-7,"Clayton, NC"
Alex Espaillat,110532,1,Alabama St.,SWAC,RIGHT,RIGHT,INF,So.,6-0,"Seminole, AL"
John Gonzalez,110533,21,Alabama St.,SWAC,LEFT,LEFT,P,Fr.,5-11,"Saint Cloud, FL"
Ian Hillary,110534,35,Alabama St.,SWAC,RIGHT,RIGHT,P,Fr.,5-10,"Alabaster, AL"
NIguel Jenkins,110535,22,Alabama St.,SWAC,RIGHT,RIGHT,OF,Jr.,6-3,"Pike Road, AL"
Quentin Jenkins,110536,16,Alabama St.,SWAC,RIGHT,RIGHT,INF,Jr.,5-10,"Nolensville, TN"
Jorhan LaBoy,110537,12,Alabama St.,SWAC,LEFT,LEFT,P,Sr.,5-9,"Humacao, PR"
Jacob Loeffler,110538,15,Alabama St.,SWAC,RIGHT,RIGHT,P,So.,6-4,"Cocoa Beach, FL"
Aden Malpass,110539,7,Alabama St.,SWAC,LEFT,LEFT,OF,So.,6-0,"Hoover, AL"
Skywalker Mann,110540,11,Alabama St.,SWAC,RIGHT,RIGHT,OF,Sr.,5-9,"Lees Summit, MO"
Camden Matthews,110541,33,Alabama St.,SWAC,RIGHT,RIGHT,P,Sr.,6-3,"Scottsboro, AL"
Adrian Mendoza,110542,31,Alabama St.,SWAC,RIGHT,RIGHT,OF,Fr.,6-0,"Isabela, Puerto Rico"
Jaylen Merchant,110543,20,Alabama St.,SWAC,RIGHT,RIGHT,P,Jr.,6-0,"Grayson, GA"
Ryan Novakowski,110544,23,Alabama St.,SWAC,RIGHT,RIGHT,P,Jr.,6-2,"Forty Fort, PA"
Miguel Oropeza,110545,13,Alabama St.,SWAC,RIGHT,RIGHT,INF,Sr.,6-0,"Talladega, AL"
James Peterson,110546,26,Alabama St.,SWAC,RIGHT,RIGHT,P,So.,6-2,"Summerville, SC"
Esaid Peña,110547,30,Alabama St.,SWAC,RIGHT,RIGHT,P,Sr.,6-1,"Miami, FL"
Trey Power,110548,14,Alabama St.,SWAC,LEFT,LEFT,P,So.,5-10,"P C Beach, FL"
Caleb Sanders,110549,19,Alabama St.,SWAC,LEFT,LEFT,,Sr.,5-1,"Auburn, AL"
Fabian Santana,110550,28,Alabama St.,SWAC,RIGHT,RIGHT,C,So.,5-10,"Juncos, PR"
Carson Saucier,110551,6,Alabama St.,SWAC,RIGHT,RIGHT,C,Fr.,5-10,"Tallassee, AL"
Kirk Stensrud II,110552,37,Alabama St.,SWAC,RIGHT,RIGHT,,Jr.,6-4,"Glenside, PA"
Jayden Torres,110553,29,Alabama St.,SWAC,LEFT,LEFT,P,Fr.,5-9,"Brooklyn, NY"
Zach Wallace,110554,8,Alabama St.,SWAC,RIGHT,RIGHT,P,Fr.,6-3,"Mcdonough, GA"
Andrew Wells,110555,34,Alabama St.,SWAC,RIGHT,RIGHT,P,Jr.,6-1,"Midland, GA"
Jackson Williams,110556,40,Alabama St.,SWAC,RIGHT,RIGHT,UT,So.,6-4,"Smyrna, MI"
Zane Adams,110557,20,Alabama,SEC,LEFT,LEFT,P,Jr.,6-4,"Porter, TX"
Bobby Alcock,110558,16,Alabama,SEC,RIGHT,RIGHT,P,Sr.,6-5,"Lynn, MA"
Hagan Banks,110559,36,Alabama,SEC,RIGHT,RIGHT,P,Sr.,6-4,"Plainville, GA"
Caleb Barnett,110560,19,Alabama,SEC,RIGHT,RIGHT,INF,Fr.,6-5,"Mountain Brook, AL"
JT Blackwood,110561,12,Alabama,SEC,RIGHT,RIGHT,P,Sr.,6-2,"Cullman, AL"
Joe Chiarodo,110562,45,Alabama,SEC,RIGHT,RIGHT,OF,Fr.,5-11,"Edwardsville, IL"
Sam Christiansen,110563,5,Alabama,SEC,LEFT,LEFT,INF,Jr.,6-1,"Mesa, AZ"
Ashton Crowther,110564,48,Alabama,SEC,LEFT,LEFT,P,Jr.,6-3,"Trinity, FL"
Logen Devenport,110565,17,Alabama,SEC,RIGHT,RIGHT,OF,Sr.,6-0,"Franklin, IN"
Tyler Fay,110566,8,Alabama,SEC,RIGHT,RIGHT,P,Jr.,6-5,"Doniphan, NE"
Bryce Fowler,110567,9,Alabama,SEC,LEFT,LEFT,OF,Sr.,6-2,"Madison, MS"
Matthew Heiberger,110568,7,Alabama,SEC,LEFT,LEFT,P,Jr.,6-3,"Birmingham, AL"
Eric Hines,110569,42,Alabama,SEC,RIGHT,RIGHT,OF,Fr.,6-3,"Tuscaloosa, AL"
Brennan Holt,110570,4,Alabama,SEC,LEFT,RIGHT,INF,Sr.,5-9,"Baton Rouge, LA"
Kaden Humphrey,110571,37,Alabama,SEC,RIGHT,RIGHT,P,Sr.,6-1,"Naples, FL"
Zack Johnson,110572,26,Alabama,SEC,RIGHT,RIGHT,C,Fr.,6-1,"Madison, AL"
Jack Ketchum,110573,43,Alabama,SEC,RIGHT,RIGHT,P,So.,6-3,"West Point, MS"
Zach Kittrell,110574,38,Alabama,SEC,RIGHT,RIGHT,P,Sr.,6-0,"Saraland, AL"
Chase Kroberger,110575,23,Alabama,SEC,RIGHT,RIGHT,OF,Fr.,6-0,"Moorestown, NJ"
Justin Lebron,110576,1,Alabama,SEC,RIGHT,RIGHT,INF,Jr.,6-2,"Miramar, FL"
Connor Lehman,110577,50,Alabama,SEC,LEFT,LEFT,P,So.,6-2,"Indian Mound, TN"
John Lemm,110578,33,Alabama,SEC,LEFT,RIGHT,C,Sr.,6-3,"Brisbane, Australia"
Ross Lindsey,110579,39,Alabama,SEC,LEFT,LEFT,P,Fr.,6-1,"Natchitoches, LA"
Sam Mitchell,110580,28,Alabama,SEC,RIGHT,RIGHT,P,Jr.,6-7,"Madison, AL"
Coleman Mizell,110581,15,Alabama,SEC,LEFT,LEFT,OF,Jr.,6-3,"Hartselle, AL"
Austin Morris,110582,99,Alabama,SEC,RIGHT,RIGHT,P,Jr.,6-4,"Warrior, AL"
Brady Neal,110583,10,Alabama,SEC,LEFT,RIGHT,C,Sr.,5-10,"Tallahassee, FL"
Justin Osterhouse,110584,18,Alabama,SEC,LEFT,RIGHT,INF,Jr.,6-1,"Grand Rapids, MI"
Anthony Pesci,110585,30,Alabama,SEC,LEFT,RIGHT,P,So.,6-4,"Commerce Township, MI"
Will Plattner,110586,3,Alabama,SEC,RIGHT,RIGHT,C,Sr.,6-1,"Springfield, IL"
Andrew Purdy,110587,21,Alabama,SEC,LEFT,RIGHT,INF,Fr.,6-2,"Cartersville, GA"
Will Rhine,110588,22,Alabama,SEC,BOTH,RIGHT,INF,Fr.,6-3,"Bel Air, MD"
Tate Robertson,110589,24,Alabama,SEC,LEFT,LEFT,P,Sr.,6-0,"Tuscaloosa, AL"
Owen Sarna,110590,35,Alabama,SEC,RIGHT,RIGHT,P,Jr.,6-1,"Rock Hill, SC"
Luke Smyers,110591,27,Alabama,SEC,LEFT,LEFT,P,Fr.,6-3,"Henrico, VA"
Evan Steckmesser,110592,44,Alabama,SEC,LEFT,LEFT,P,Sr.,6-1,"Huntsville, AL"
Peyton Steele,110593,14,Alabama,SEC,RIGHT,RIGHT,OF,So.,6-1,"Decatur, AL"
Evan Taylor,110594,6,Alabama,SEC,RIGHT,RIGHT,OF,Fr.,6-0,"Ocean City, NJ"
Jason Torres,110595,32,Alabama,SEC,RIGHT,RIGHT,INF,Sr.,6-1,"Hialeah, FL"
Myles Upchurch,110596,11,Alabama,SEC,RIGHT,RIGHT,P,Fr.,6-4,"Odenton, MD"
Luke Vaughn,110597,13,Alabama,SEC,RIGHT,RIGHT,C,Jr.,6-2,"Cincinnati, OH"
Jojo Williamson,110598,29,Alabama,SEC,LEFT,RIGHT,INF,So.,5-8,"Hartselle, AL"
Jon Young Jr.,110599,31,Alabama,SEC,LEFT,RIGHT,INF,So.,6-1,"Cherry Hill, NJ"
Landon Beaver,110600,44,UAB,American,LEFT,RIGHT,OF,So.,6-2,"Phenix City, AL"
Alex Cheeseman,110601,8,UAB,American,RIGHT,RIGHT,INF,Jr.,6-0,"Commerce, MI"
Brendan Conner,110602,36,UAB,American,RIGHT,RIGHT,P,So.,6-0,
Drake Douglas,110603,14,UAB,American,LEFT,RIGHT,UT,Jr.,6-3,"Saltillo, MS"
Alex Dupuy,110604,17,UAB,American,RIGHT,RIGHT,INF,Jr.,5-10,"Natchitoches, LA"
Jacob Francis,110605,9,UAB,American,LEFT,LEFT,P,Fr.,6-1,"Trussville, AL"
Jay Fuller,110606,42,UAB,American,LEFT,LEFT,OF,Fr.,6-0,"Adger, AL"
Tyler Haines,110607,31,UAB,American,RIGHT,RIGHT,P,Sr.,6-4,"Phenix City, AL"
Kevin Hall Jr.,110608,1,UAB,American,LEFT,RIGHT,OF,Jr.,5-10,"Munster, IN"
John Paul Head,110609,13,UAB,American,RIGHT,RIGHT,OF,So.,6-1,"Vestavia Hills, AL"
Christian Helmers,110610,35,UAB,American,RIGHT,RIGHT,P,Fr.,6-4,"Trussville, AL"
Wesley Helms,110611,10,UAB,American,RIGHT,RIGHT,INF,Sr.,6-1,"Birmingham, AL"
Justin Hicks,110612,24,UAB,American,RIGHT,RIGHT,P,So.,6-2,"Jasper, AL"
Josh Holley,110613,33,UAB,American,RIGHT,RIGHT,P,Jr.,6-6,"Auburn, AL"
Brooks House,110614,43,UAB,American,RIGHT,RIGHT,P,So.,6-5,"Winder, GA"
Andrew Hunt,110615,22,UAB,American,RIGHT,RIGHT,UT,Jr.,5-11,"Birmingham, AL"
Hunter Hyatt,110616,19,UAB,American,LEFT,LEFT,P,So.,6-3,"Clyde Hill, WA"
Chase Ingram,110617,30,UAB,American,RIGHT,RIGHT,UT,Sr.,6-3,"Pleasant Hill, CA"
Konner Keplinger,110618,12,UAB,American,LEFT,LEFT,P,So.,6-1,"Morris, AK"
Caden Kok,110619,45,UAB,American,RIGHT,RIGHT,P,Jr.,6-2,"Winter Haven, FL"
Bradley Loftin,110620,21,UAB,American,LEFT,LEFT,P,Jr.,6-3,"Southaven, MS"
Patrick McGlon,110621,7,UAB,American,RIGHT,RIGHT,INF,Jr.,6-4,"Auburn, AL"
Jake Merrick,110622,4,UAB,American,RIGHT,RIGHT,INF,So.,5-8,"Knoxville, TN"
Riley Miller,110623,26,UAB,American,RIGHT,RIGHT,P,Fr.,6-0,"Athens, AL"
Ryan Olson,110624,6,UAB,American,RIGHT,RIGHT,P,Sr.,6-2,"Auburn, AL"
Austin Pierzynski,110625,23,UAB,American,RIGHT,RIGHT,C,Fr.,6-3,"Orlando, FL"
Andrew Prejean,110626,34,UAB,American,RIGHT,RIGHT,P,Jr.,5-10,"Alexandria, LA"
Max Price,110627,32,UAB,American,RIGHT,RIGHT,C,Jr.,6-4,"Northridge, CA"
Baylor Roberts,110628,20,UAB,American,RIGHT,RIGHT,INF,Fr.,6-0,"Baldwyn, MS"
Carter Samuelson,110629,25,UAB,American,RIGHT,RIGHT,P,Fr.,6-1,"Springville, AL"
Braxton Shelton,110630,18,UAB,American,RIGHT,RIGHT,P,Sr.,6-1,"Fort Morgan, CO"
Mason Steele,110631,2,UAB,American,LEFT,RIGHT,UT,Jr.,6-3,"Headland, AL"
Drew Thompson,110632,3,UAB,American,RIGHT,RIGHT,P,Jr.,6-2,"Enchantedoaks, TX"
Isaac Warrick,110633,5,UAB,American,LEFT,LEFT,P,Jr.,6-0,"Montgomery, AL"
Brady Waugh,110634,27,UAB,American,LEFT,RIGHT,INF,Jr.,6-2,"Hoover, AL"
Dylan Banner,110635,18,UAlbany,America East,RIGHT,RIGHT,P,Sr.,6-5,"Plainview, NY"
Brian Cadieux,110636,39,UAlbany,America East,,RIGHT,P,Fr.,6-0,"Merrick, NY"
Patrick DeSarno,110637,1,UAlbany,America East,RIGHT,RIGHT,INF,Fr.,5-11,"Mineola, NY"
Alex Enea,110638,33,UAlbany,America East,,,P,So.,5-9,"Cortlandt Manor, NY"
Luke Filippi,110639,12,UAlbany,America East,RIGHT,RIGHT,INF,Sr.,6-1,"Port Jefferson, NY"
Steven Filler-Berroll,110640,25,UAlbany,America East,,,OF,Fr.,6-3,"New York, NY"
Cam Fuer,110641,35,UAlbany,America East,RIGHT,RIGHT,P,Jr.,6-0,"Buffalo, NY"
Mark Gajowski,110642,23,UAlbany,America East,,LEFT,P,So.,5-11,"Riverhead, NY"
Brian Guerrero,110643,4,UAlbany,America East,RIGHT,RIGHT,INF,Fr.,6-1,"Danbury, CT"
Justin Hurd,110644,20,UAlbany,America East,RIGHT,RIGHT,INF,Jr.,5-10,"Warwick, NY"
Tyler Kneller,110645,37,UAlbany,America East,,,P,So.,6-4,"Chatham, NY"
Cooper Loyal,110646,13,UAlbany,America East,RIGHT,RIGHT,INF,Jr.,6-0,"Victor, NY"
Michael Maggio,110647,7,UAlbany,America East,RIGHT,RIGHT,OF,Jr.,5-10,"Farmingdale, NY"
Matthew Mariano,110648,34,UAlbany,America East,RIGHT,RIGHT,P,Sr.,6-0,"Clifton Park, NY"
Tre Mariano,110649,5,UAlbany,America East,RIGHT,RIGHT,INF,Sr.,6-6,"Cohoes, NY"
Tye Mariano,110650,15,UAlbany,America East,RIGHT,RIGHT,P,Fr.,6-4,"Cohoes, NY"
Victor Mazzara,110651,2,UAlbany,America East,RIGHT,RIGHT,INF,Jr.,5-11,"Buffalo, NY"
Levi McAllister,110652,24,UAlbany,America East,RIGHT,RIGHT,C,Jr.,5-9,"Concord, NH"
Christian Mello,110653,9,UAlbany,America East,,RIGHT,P,So.,6-3,"Saratoga Springs, NY"
Logan Morris,110654,10,UAlbany,America East,RIGHT,,INF,So.,6-3,"Port Jervis, NY"
Zachary Mravlja,110655,3,UAlbany,America East,LEFT,LEFT,OF,Fr.,5-9,"Rexford, NY"
Jaxon Mueller,110656,19,UAlbany,America East,RIGHT,,INF,Fr.,6-4,"Stillwater, NY"
Zach Nalawadi,110657,14,UAlbany,America East,RIGHT,RIGHT,P,Fr.,6-,"West Seneca, NY"
Ethan Nardacci,110658,8,UAlbany,America East,,,P,So.,6-3,"Wynantskill, NY"
Joe Perri,110659,11,UAlbany,America East,RIGHT,RIGHT,C,Fr.,5-9,"Port Jefferson Station, NY"
Ryan Pittz,110660,30,UAlbany,America East,RIGHT,RIGHT,P,Jr.,6-0,"Clifton Park, NY"
Anthony Scarabino,110661,6,UAlbany,America East,LEFT,LEFT,OF,Jr.,5-10,"Ronkonkoma, NY"
Jaden Schmidt,110662,21,UAlbany,America East,RIGHT,RIGHT,P,Fr.,5-11,"Islip Terrace, NY"
Kyle Stephens,110663,16,UAlbany,America East,RIGHT,,C,So.,6-1,"Glastonbury, CT"
John Vitucci,110664,38,UAlbany,America East,LEFT,LEFT,OF,So.,5-11,"Staten Island, NY"
Jameson Walsh,110665,22,UAlbany,America East,,,P,Fr.,6-0,"Chautauqua, NY"
Reyfield Adams,110666,3,Alcorn,SWAC,LEFT,LEFT,OF,Sr.,5-9,"Jackson, MS"
Henry Allred,110667,13,Alcorn,SWAC,RIGHT,RIGHT,P,Jr.,5-9,"Fort Bridger, WY"
Hunter Bell,110668,31,Alcorn,SWAC,RIGHT,RIGHT,1B,Jr.,6-5,"Sarasota, FL"
Jaylyn Bennett,110669,19,Alcorn,SWAC,RIGHT,RIGHT,OF,Sr.,6-0,"Dallas, TX"
Michael Bonelli,110670,27,Alcorn,SWAC,LEFT,LEFT,OF,Fr.,6-3,"Lilburn, GA"
Gavin Caston,110671,23,Alcorn,SWAC,RIGHT,RIGHT,OF,Sr.,6-3,"Jackson, MO"
Yoni Castro,110672,18,Alcorn,SWAC,RIGHT,RIGHT,P,Jr.,6-0,"Somerton, AZ"
Jose Cherena,110673,4,Alcorn,SWAC,LEFT,LEFT,P,Jr.,5-9,"Toa Baja, PR"
Kanious Davis,110674,2,Alcorn,SWAC,RIGHT,RIGHT,P,So.,5-9,"Atlanta, GA"
Tristan Delaplante,110675,34,Alcorn,SWAC,RIGHT,RIGHT,P,Jr.,6-2,"Hamilton, Canada"
Myles Dews,110676,29,Alcorn,SWAC,RIGHT,RIGHT,OF,Sr.,6-2,"Fort Worth, TX"
Christian Dunn,110677,28,Alcorn,SWAC,RIGHT,RIGHT,C,Sr.,6-0,"Mount Olive, MS"
Asher Friedman,110678,9,Alcorn,SWAC,RIGHT,RIGHT,INF,So.,6-0,"Rockville, MD"
Nico Garcia,110679,20,Alcorn,SWAC,RIGHT,RIGHT,1B,Fr.,6-1,"San Antonio, TX"
"REGINALD GRIFFIN, JR",110680,14,Alcorn,SWAC,RIGHT,RIGHT,P,Fr.,6-1,"Midland, GA"
Cooper Harris,110681,25,Alcorn,SWAC,RIGHT,RIGHT,1B,Jr.,6-0,"Gainesville, VA"
Keaten Hawk,110682,11,Alcorn,SWAC,LEFT,RIGHT,OF,Jr.,6-2,"Alvin, TX"
Jamir Holloway,110683,5,Alcorn,SWAC,RIGHT,RIGHT,INF,Fr.,6-0,"Jonesboro, GA"
Chance Jackson,110684,24,Alcorn,SWAC,RIGHT,RIGHT,1B,Jr.,6-1,"Jackson, MO"
Jullian Jarrett,110685,8,Alcorn,SWAC,RIGHT,RIGHT,INF,Jr.,5-9,"Brownsville, TN"
Nicholas Johnson,110686,30,Alcorn,SWAC,RIGHT,RIGHT,P,Fr.,6-2,"Snellville, GA"
Hayden Konkler,110687,33,Alcorn,SWAC,RIGHT,RIGHT,P,Sr.,6-3,"Orlando, FL"
Devin Kriley,110688,1,Alcorn,SWAC,LEFT,LEFT,P,Fr.,5-11,"Goodyear, AZ"
Chase Moore,110689,15,Alcorn,SWAC,BOTH,RIGHT,INF,So.,6-0,"Lexington, KY"
Garrett Oswald,110690,37,Alcorn,SWAC,LEFT,LEFT,P,---,6-1,"Cheyenne, WY"
